Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
184,Jeff Green\greenje02,PF,33,TOT,41,2,18.9,2.9,6.6,.444,1.2,3.5,.345,1.7,3.1,.555,.535,1.4,1.8,.784,0.6,2.2,2.8,0.8,0.5,0.4,0.9,1.7,8.5
184,Jeff Green\greenje02,PF,33,UTA,30,2,18.4,2.5,6.5,.385,1.1,3.5,.327,1.4,3.0,.451,.472,1.6,2.1,.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8
184,Jeff Green\greenje02,PF,33,HOU,11,0,20.1,4.1,6.8,.600,1.4,3.5,.395,2.7,3.4,.811,.700,0.8,1.0,.818,0.8,2.2,3.0,1.2,0.9,0.5,0.8,2.2,10.4
185,Blake Griffin\griffbl01,PF,30,DET,18,18,28.4,4.9,13.9,.352,1.5,6.2,.243,3.4,7.7,.439,.406,4.2,5.4,.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5
186,Marko Guduric\gudurma01,SG,24,MEM,42,0,11.3,1.5,3.7,.396,0.6,1.9,.309,0.9,1.7,.493,.477,0.5,0.6,.920,0.3,1.4,1.7,1.1,0.3,0.2,0.9,0.8,4.0
187,Kyle Guy\guyky01,SG,22,SAC,2,0,2.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
188,Rui Hachimura\hachiru01,PF,21,WAS,42,42,29.7,5.4,11.2,.480,0.5,1.7,.274,4.9,9.5,.518,.501,2.3,2.8,.836,1.6,4.5,6.1,1.7,0.8,0.2,1.1,2.2,13.5
189,Devon Hall\hallde01,SG,24,OKC,5,0,4.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.6,0.8,.750,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,1.0
190,Donta Hall\halldo01,PF,22,TOT,5,0,12.0,0.8,1.4,.571,0.0,0.0,,0.8,1.4,.571,.571,1.2,2.2,.545,1.6,2.0,3.6,0.4,0.2,0.4,0.4,2.0,2.8
190,Donta Hall\halldo01,PF,22,DET,4,0,12.0,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,1.0,1.5,.667,1.5,2.3,3.8,0.5,0.3,0.3,0.5,2.3,1.5
190,Donta Hall\halldo01,F,22,BRK,1,0,12.0,3.0,3.0,1.000,0.0,0.0,,3.0,3.0,1.000,1.000,2.0,5.0,.400,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,8.0
191,Dusty Hannahs\hannadu01,SG,26,MEM,2,0,6.5,2.0,4.5,.444,1.0,1.5,.667,1.0,3.0,.333,.556,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,6.0
192,Tim Hardaway Jr.\hardati02,SG,27,DAL,64,51,29.0,5.5,12.6,.438,3.0,7.2,.410,2.5,5.3,.475,.556,2.0,2.5,.810,0.4,2.8,3.2,2.0,0.6,0.1,1.0,1.7,16.0
193,James Harden\hardeja01,SG,30,HOU,62,62,36.9,10.0,22.7,.439,4.4,12.5,.352,5.5,10.1,.546,.536,10.3,11.9,.861,1.0,5.4,6.4,7.4,1.8,0.9,4.4,3.4,34.6
194,Maurice Harkless\harklma01,SF,26,TOT,62,48,23.0,2.3,4.6,.502,0.5,1.6,.347,1.7,3.0,.584,.562,0.6,1.1,.591,0.9,3.0,3.9,1.1,0.9,0.5,0.9,2.4,5.8
194,Maurice Harkless\harklma01,SF,26,LAC,50,38,22.8,2.2,4.3,.516,0.5,1.5,.370,1.7,2.9,.590,.578,0.5,0.8,.571,0.9,3.1,4.0,1.0,1.0,0.6,0.9,2.4,5.5
194,Maurice Harkless\harklma01,SF,26,NYK,12,10,23.8,2.5,5.5,.455,0.6,2.1,.280,1.9,3.4,.561,.508,1.3,2.0,.625,0.7,2.7,3.3,1.7,0.8,0.3,0.6,2.3,6.8
195,Jared Harper\harpeja01,PG,22,PHO,3,0,2.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
196,Montrezl Harrell\harremo01,C,26,LAC,63,2,27.8,7.5,12.9,.580,0.0,0.3,.000,7.5,12.6,.593,.580,3.7,5.6,.658,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3,18.6
197,Gary Harris\harriga01,SG,25,DEN,56,55,31.8,3.9,9.3,.420,1.3,3.8,.333,2.6,5.5,.479,.487,1.3,1.6,.815,0.5,2.4,2.9,2.1,1.4,0.3,1.1,2.1,10.4
198,Joe Harris\harrijo01,SF,28,BRK,64,64,30.9,5.3,11.2,.472,2.4,5.9,.411,2.9,5.3,.540,.580,1.0,1.3,.738,0.9,3.4,4.3,2.1,0.6,0.3,1.5,2.2,13.9
199,Tobias Harris\harrito02,PF,27,PHI,65,65,34.5,7.6,16.1,.472,1.8,5.0,.362,5.8,11.1,.521,.528,2.4,2.9,.806,0.8,5.9,6.8,3.2,0.8,0.5,1.5,2.3,19.4
200,Shaquille Harrison\harrish01,SF,26,CHI,43,10,11.3,1.8,3.8,.467,0.4,1.0,.381,1.4,2.9,.496,.515,0.9,1.2,.780,0.5,1.5,2.0,1.1,0.8,0.4,0.4,1.3,4.9
201,Josh Hart\hartjo01,SF,24,NOP,58,14,27.3,3.5,8.4,.418,1.9,5.7,.345,1.6,2.8,.569,.534,1.2,1.6,.739,0.9,5.5,6.4,1.6,1.0,0.4,1.1,2.5,10.2
202,Isaiah Hartenstein\harteis01,C,21,HOU,23,2,11.6,1.9,2.9,.657,0.0,0.2,.000,1.9,2.7,.710,.657,0.8,1.2,.679,1.3,2.7,3.9,0.8,0.4,0.5,0.7,1.8,4.7
203,Udonis Haslem\hasleud01,PF,39,MIA,3,0,7.0,0.3,2.0,.167,0.0,0.7,.000,0.3,1.3,.250,.167,1.0,1.3,.750,0.0,2.7,2.7,0.3,0.0,0.0,0.0,1.0,1.7
204,Jaxson Hayes\hayesja02,C,19,NOP,57,12,17.0,2.7,4.2,.658,0.0,0.1,.250,2.7,4.1,.665,.660,1.9,3.1,.629,1.5,2.5,4.0,0.9,0.4,0.9,0.7,2.5,7.4
205,Gordon Hayward\haywago01,SF,29,BOS,46,46,33.4,6.8,13.5,.501,1.6,4.2,.385,5.2,9.3,.552,.560,2.2,2.5,.853,1.0,5.6,6.6,4.2,0.8,0.5,1.8,1.8,17.3
206,John Henson\hensojo01,PF,29,TOT,40,8,15.0,2.4,4.3,.556,0.2,0.9,.222,2.2,3.4,.644,.579,0.6,1.2,.500,1.2,2.9,4.1,1.4,0.6,1.1,0.9,2.0,5.5
206,John Henson\hensojo01,PF,29,CLE,29,2,14.2,2.1,4.1,.508,0.2,1.1,.194,1.9,3.1,.618,.533,0.6,1.1,.515,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,5.0
206,John Henson\hensojo01,PF,29,DET,11,6,17.1,3.1,4.6,.667,0.2,0.5,.400,2.9,4.2,.696,.686,0.5,1.2,.462,1.3,3.1,4.4,1.0,0.7,0.9,1.4,2.1,6.9
207,Dewan Hernandez\hernade01,C,23,TOR,4,0,2.8,0.3,1.3,.200,0.0,0.3,.000,0.3,1.0,.250,.200,0.5,0.5,1.000,0.5,1.3,1.8,0.0,0.3,0.0,0.3,1.5,1.0
208,Juan Hernangómez\hernaju01,PF,24,TOT,48,14,17.4,2.1,5.1,.405,0.9,2.7,.341,1.2,2.5,.475,.494,0.9,1.5,.620,0.9,3.2,4.1,0.8,0.4,0.2,0.7,1.3,6.0
208,Juan Hernangómez\hernaju01,PF,24,DEN,34,0,12.4,1.1,3.2,.345,0.4,1.8,.250,0.7,1.5,.460,.414,0.5,0.7,.640,0.7,2.1,2.8,0.6,0.1,0.1,0.5,0.9,3.1
208,Juan Hernangómez\hernaju01,PF,24,MIN,14,14,29.4,4.4,9.8,.453,2.1,4.9,.420,2.4,4.9,.485,.558,2.0,3.3,.609,1.4,5.9,7.3,1.3,1.0,0.3,1.0,2.5,12.9
209,Willy Hernangómez\hernawi01,C,25,CHO,31,0,12.1,2.4,4.5,.532,0.2,0.7,.227,2.2,3.8,.590,.550,1.2,1.9,.627,1.4,2.9,4.3,0.9,0.3,0.2,1.0,1.0,6.1
210,Tyler Herro\herroty01,SG,20,MIA,47,6,27.2,4.7,11.3,.414,2.1,5.4,.391,2.6,5.9,.434,.507,1.4,1.7,.835,0.3,3.7,4.0,1.9,0.6,0.1,1.5,1.3,12.9
211,Kevin Hervey\herveke01,PF,23,OKC,7,0,2.7,0.1,1.6,.091,0.0,1.1,.000,0.1,0.4,.333,.091,0.0,0.0,,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.1,0.3
212,Mario Hezonja\hezonma01,PF,24,POR,48,4,16.5,1.7,4.0,.428,0.5,1.4,.333,1.3,2.7,.477,.485,0.9,1.1,.818,0.5,2.9,3.5,0.9,0.6,0.2,0.8,2.0,4.9
213,Buddy Hield\hieldbu01,SG,27,SAC,65,44,31.8,7.0,16.5,.426,3.8,9.6,.391,3.3,6.9,.474,.540,1.7,2.1,.843,0.9,3.9,4.8,3.0,0.9,0.3,2.4,2.3,19.6
214,George Hill\hillge01,PG,33,MIL,53,0,21.3,3.4,6.4,.528,1.4,2.9,.474,2.0,3.5,.572,.635,1.4,1.6,.828,0.9,2.1,3.0,2.9,0.8,0.1,1.0,1.5,9.5
215,Solomon Hill\hillso01,SF,28,TOT,54,4,18.4,1.9,4.6,.403,1.1,2.9,.378,0.8,1.7,.446,.522,0.6,0.8,.714,0.5,2.4,2.9,1.8,0.7,0.2,0.9,1.4,5.4
215,Solomon Hill\hillso01,SF,28,MEM,48,3,18.8,2.0,4.9,.412,1.2,3.1,.381,0.8,1.8,.465,.532,0.5,0.8,.684,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5,5.7
215,Solomon Hill\hillso01,SF,28,MIA,6,1,15.2,0.7,2.5,.267,0.5,1.5,.333,0.2,1.0,.167,.367,0.7,0.7,1.000,0.5,1.2,1.7,0.7,0.8,0.8,1.2,0.8,2.5
216,Jaylen Hoard\hoardja01,SF,20,POR,13,0,7.9,1.2,2.5,.469,0.0,0.2,.000,1.2,2.2,.517,.469,0.6,1.0,.615,1.1,1.4,2.5,0.3,0.4,0.0,0.3,0.9,2.9
217,Aaron Holiday\holidaa01,PG,23,IND,58,26,23.6,3.5,8.6,.407,1.4,3.5,.394,2.1,5.1,.416,.488,1.1,1.2,.861,0.4,1.9,2.3,3.3,0.8,0.2,1.3,1.8,9.4
218,Jrue Holiday\holidjr01,SG,29,NOP,56,56,35.0,7.7,16.9,.453,2.1,5.8,.358,5.6,11.1,.503,.515,2.1,3.0,.700,1.3,3.6,4.9,6.8,1.7,0.8,2.9,2.3,19.6
219,Justin Holiday\holidju01,SG,30,IND,65,2,24.9,2.9,6.6,.440,1.9,4.4,.424,1.0,2.2,.472,.581,0.7,0.9,.780,0.5,2.7,3.2,1.3,1.2,0.6,0.6,1.8,8.4
220,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,52,5,19.2,2.7,5.7,.471,0.0,0.3,.118,2.6,5.3,.493,.475,1.8,2.5,.736,2.0,2.9,4.9,1.7,0.8,0.4,0.9,2.0,7.2
221,Richaun Holmes\holmeri01,C,26,SAC,40,34,28.7,5.3,8.2,.653,0.0,0.0,,5.3,8.2,.653,.653,2.1,2.6,.808,3.0,5.3,8.3,1.0,1.0,1.4,1.3,4.0,12.8
222,Rodney Hood\hoodro01,SF,27,POR,21,21,29.5,4.1,8.2,.506,1.7,3.4,.493,2.5,4.8,.515,.608,1.0,1.3,.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0
223,Al Horford\horfoal01,C,33,PHI,60,57,30.8,4.8,10.9,.442,1.5,4.4,.337,3.3,6.5,.513,.510,0.9,1.2,.753,1.5,5.3,6.9,4.1,0.9,0.9,1.1,2.1,12.0
224,Talen Horton-Tucker\hortota01,SG,19,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
225,Danuel House\houseda01,SF,26,HOU,59,48,30.2,3.6,8.4,.430,2.0,5.5,.368,1.6,2.9,.547,.551,1.2,1.4,.800,0.9,3.3,4.3,1.3,1.1,0.5,0.8,2.1,10.4
226,Dwight Howard\howardw01,C,34,LAL,63,2,19.1,3.0,4.1,.732,0.0,0.1,.600,2.9,4.0,.734,.737,1.4,2.9,.489,2.5,4.8,7.3,0.7,0.4,1.2,1.2,3.3,7.4
227,William Howard\howarwi01,SG,26,HOU,2,0,6.5,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0
228,Kevin Huerter\huertke01,SG,21,ATL,56,48,31.4,4.5,10.9,.413,2.3,6.0,.380,2.2,4.9,.453,.517,0.9,1.1,.828,0.6,3.4,4.1,3.8,0.9,0.5,1.6,2.5,12.2
229,De'Andre Hunter\huntede01,SF,22,ATL,63,62,32.0,4.4,10.8,.410,1.7,4.8,.355,2.7,6.0,.454,.489,1.7,2.3,.764,0.7,3.8,4.5,1.8,0.7,0.3,1.6,2.9,12.3
230,Chandler Hutchison\hutchch01,SF,23,CHI,28,10,18.8,2.9,6.3,.457,0.4,1.4,.316,2.4,4.9,.496,.491,1.6,2.8,.590,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8
231,Serge Ibaka\ibakase01,C,30,TOR,50,27,27.5,6.5,12.5,.518,1.3,3.3,.398,5.1,9.1,.562,.571,1.8,2.4,.748,2.1,6.2,8.3,1.5,0.5,0.8,2.0,2.8,16.0
232,Andre Iguodala\iguodan01,SG,36,MIA,14,0,18.5,1.8,3.6,.490,0.6,1.7,.375,1.1,1.9,.593,.578,0.1,0.6,.250,0.7,3.1,3.8,2.0,0.6,1.1,1.2,2.0,4.4
233,Ersan İlyasova\ilyaser01,PF,32,MIL,57,8,15.9,2.4,5.1,.473,0.8,2.2,.376,1.6,2.9,.545,.553,1.2,1.4,.835,1.1,3.9,4.9,0.8,0.4,0.2,0.6,1.5,6.8
234,Joe Ingles\inglejo01,SF,32,UTA,65,38,30.0,3.4,7.7,.443,1.9,4.8,.396,1.5,2.9,.521,.567,1.1,1.4,.775,0.4,3.6,4.0,5.1,0.9,0.1,2.0,2.1,9.8
235,Brandon Ingram\ingrabr01,PF,22,NOP,57,57,34.2,8.4,18.0,.464,2.4,6.4,.384,5.9,11.6,.508,.532,5.1,5.9,.858,0.9,5.4,6.3,4.2,1.0,0.7,3.1,2.9,24.2
236,Kyrie Irving\irvinky01,PG,27,BRK,20,20,32.9,10.0,20.8,.478,2.8,7.1,.394,7.2,13.7,.522,.546,4.7,5.1,.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4
237,Jonathan Isaac\isaacjo01,SF,22,ORL,33,32,29.2,4.7,10.0,.471,1.0,2.8,.344,3.7,7.2,.521,.520,1.8,2.3,.773,1.8,5.2,6.9,1.3,1.5,2.4,1.4,2.5,12.1
238,Wesley Iwundu\iwundwe01,SF,25,ORL,45,18,18.0,1.7,4.3,.397,0.5,1.5,.313,1.2,2.8,.441,.451,1.4,1.7,.816,0.5,2.0,2.5,1.0,0.6,0.2,0.4,1.4,5.3
239,Frank Jackson\jacksfr01,PG,21,NOP,52,1,12.7,1.9,4.9,.385,0.8,2.3,.325,1.2,2.6,.438,.461,0.9,1.2,.750,0.4,1.0,1.4,0.8,0.3,0.1,0.8,1.3,5.5
240,Jaren Jackson Jr.\jacksja02,C,20,MEM,55,55,28.3,6.1,13.1,.467,2.6,6.5,.397,3.6,6.7,.535,.565,2.4,3.2,.743,1.0,3.7,4.7,1.4,0.7,1.6,1.7,4.1,17.2
241,Josh Jackson\jacksjo02,SG,22,MEM,19,0,19.5,3.7,8.4,.440,1.2,3.8,.319,2.5,4.6,.540,.513,1.7,2.5,.688,0.6,2.8,3.4,1.7,0.9,0.5,1.4,2.1,10.3
242,Justin Jackson\jacksju01,PF,24,DAL,59,2,15.9,2.1,5.3,.397,0.8,2.6,.298,1.3,2.7,.491,.470,0.6,0.7,.818,0.5,2.0,2.4,0.8,0.2,0.2,0.2,1.0,5.6
243,Reggie Jackson\jacksre01,PG,29,TOT,24,12,24.6,4.6,11.1,.412,1.9,4.9,.393,2.7,6.3,.427,.498,1.6,2.0,.809,0.7,2.4,3.0,4.4,0.4,0.2,1.8,1.7,12.7
243,Reggie Jackson\jacksre01,PG,29,DET,14,10,27.2,5.4,14.1,.384,2.2,5.9,.378,3.2,8.3,.388,.462,1.9,2.4,.788,0.8,2.1,2.9,5.1,0.6,0.1,1.6,1.5,14.9
243,Reggie Jackson\jacksre01,PG,29,LAC,10,2,20.9,3.4,6.9,.493,1.5,3.5,.429,1.9,3.4,.559,.601,1.2,1.4,.857,0.5,2.7,3.2,3.3,0.2,0.4,2.1,2.0,9.5
244,Justin James\jamesju01,SG,23,SAC,34,0,6.4,1.0,2.3,.423,0.3,0.8,.346,0.7,1.5,.462,.481,0.3,0.6,.476,0.2,0.7,0.9,0.5,0.2,0.3,0.2,0.5,2.5
245,LeBron James\jamesle01,PG,35,LAL,61,61,34.9,9.7,19.6,.495,2.2,6.4,.348,7.5,13.2,.566,.552,4.0,5.7,.699,1.0,6.9,7.9,10.5,1.2,0.5,4.0,1.8,25.6
246,Amile Jefferson\jeffeam01,PF,26,ORL,18,0,4.1,0.3,0.8,.357,0.0,0.0,,0.3,0.8,.357,.357,0.3,0.8,.357,0.6,0.7,1.3,0.2,0.1,0.2,0.2,0.4,0.8
247,DaQuan Jeffries\jeffrda01,SG,22,SAC,7,0,3.7,0.6,1.1,.500,0.1,0.6,.250,0.4,0.6,.750,.563,0.3,0.3,1.000,0.1,0.1,0.3,0.1,0.1,0.0,0.0,0.4,1.6
248,Ty Jerome\jeromty01,PG,22,PHO,28,0,11.3,1.3,3.8,.349,0.5,1.7,.277,0.9,2.1,.407,.410,0.4,0.5,.786,0.2,1.3,1.5,1.5,0.5,0.1,0.6,1.0,3.5
249,Alize Johnson\johnsal02,SF,23,IND,13,0,4.2,0.5,1.2,.467,0.0,0.0,,0.5,1.2,.467,.467,0.3,0.5,.667,0.5,0.8,1.4,0.2,0.0,0.0,0.2,0.5,1.4
250,B.J. Johnson\johnsbj01,SF,24,ORL,8,0,5.8,0.6,2.3,.278,0.1,0.8,.167,0.5,1.5,.333,.306,0.3,0.3,1.000,0.1,0.6,0.8,0.3,0.3,0.0,0.4,0.0,1.6
251,Cameron Johnson\johnsca02,PF,23,PHO,50,2,20.4,2.8,6.7,.423,1.8,4.6,.397,1.0,2.0,.485,.562,0.7,0.9,.766,0.8,2.1,2.9,1.1,0.6,0.3,0.6,1.5,8.2
252,James Johnson\johnsja01,PF,32,TOT,32,1,19.3,3.2,6.7,.479,1.0,2.8,.363,2.2,3.9,.565,.556,1.0,1.5,.646,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5,8.4
252,James Johnson\johnsja01,PF,32,MIA,18,0,15.6,2.2,4.8,.448,0.9,2.5,.356,1.3,2.3,.548,.540,0.4,0.8,.571,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7
252,James Johnson\johnsja01,PF,32,MIN,14,1,24.1,4.6,9.1,.500,1.2,3.3,.370,3.4,5.9,.573,.566,1.6,2.4,.676,1.2,3.5,4.7,3.8,1.4,1.4,2.4,3.3,12.0
253,Keldon Johnson\johnske04,SF,20,SAS,10,0,12.2,1.9,3.8,.500,0.4,0.9,.444,1.5,2.9,.517,.553,0.7,1.2,.583,0.6,1.7,2.3,0.8,0.6,0.1,0.3,1.0,4.9
254,Stanley Johnson\johnsst04,PF,23,TOR,20,0,4.8,0.4,1.6,.258,0.1,0.7,.154,0.3,0.9,.333,.290,0.3,0.3,.833,0.2,1.0,1.1,0.4,0.2,0.1,0.4,0.5,1.2
255,Tyler Johnson\johnsty01,SG,27,TOT,32,3,16.7,2.1,5.6,.374,0.8,2.7,.287,1.3,2.9,.457,.444,0.9,1.2,.789,0.3,1.3,1.7,1.7,0.4,0.3,0.8,1.4,5.9
255,Tyler Johnson\johnsty01,SG,27,PHO,31,3,16.6,2.1,5.5,.380,0.8,2.7,.289,1.3,2.8,.466,.450,0.8,1.0,.750,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7
255,Tyler Johnson\johnsty01,G,27,BRK,1,0,19.0,2.0,8.0,.250,1.0,4.0,.250,1.0,4.0,.250,.313,6.0,6.0,1.000,1.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,11.0
256,Nikola Jokić\jokicni01,C,24,DEN,65,65,32.3,7.9,14.9,.528,1.1,3.5,.314,6.8,11.4,.594,.565,3.4,4.1,.813,2.4,7.8,10.2,6.9,1.2,0.7,3.1,3.1,20.2
257,Damian Jones\jonesda03,C,24,ATL,55,27,16.1,2.2,3.2,.680,0.0,0.2,.222,2.2,3.1,.704,.685,1.1,1.5,.738,1.3,2.4,3.7,0.6,0.5,0.7,0.5,2.7,5.6
258,Derrick Jones Jr.\jonesde02,SF,22,MIA,51,15,24.5,3.3,6.3,.514,0.7,2.5,.270,2.6,3.9,.670,.567,1.7,2.2,.779,1.1,3.1,4.2,1.1,1.1,0.7,0.5,2.2,8.9
259,Tyus Jones\jonesty01,PG,23,MEM,65,6,19.0,3.0,6.6,.459,0.7,1.9,.379,2.3,4.7,.492,.514,0.7,0.9,.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4
260,DeAndre Jordan\jordade01,C,31,BRK,56,6,22.0,3.4,5.1,.666,0.0,0.0,,3.4,5.1,.666,.666,1.5,2.2,.680,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3
261,Cory Joseph\josepco01,PG,28,SAC,65,22,24.1,2.4,5.8,.420,0.7,2.1,.348,1.7,3.6,.462,.484,0.7,0.9,.828,0.6,2.0,2.5,3.4,0.7,0.3,1.0,1.9,6.3
262,Mfiondu Kabengele\kabenmf01,C,22,LAC,12,0,5.3,1.2,2.7,.438,0.8,1.7,.450,0.4,1.0,.417,.578,0.4,0.4,1.000,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5
263,Frank Kaminsky\kaminfr01,C,26,PHO,33,13,22.1,3.9,8.6,.452,1.2,3.5,.342,2.7,5.1,.527,.521,1.8,2.7,.670,0.9,3.9,4.8,2.2,0.4,0.3,1.0,2.2,10.7
264,Enes Kanter\kanteen01,C,27,BOS,52,6,17.3,3.4,6.0,.565,0.0,0.1,.143,3.4,5.9,.575,.567,1.2,1.7,.708,2.7,4.9,7.6,0.9,0.4,0.7,1.0,1.7,8.0
265,Luke Kennard\kennalu01,SG,23,DET,28,25,32.9,5.4,12.2,.442,2.6,6.5,.399,2.8,5.7,.491,.548,2.4,2.6,.905,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
266,Stanton Kidd\kiddst01,SF,27,UTA,4,0,3.8,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0
267,Michael Kidd-Gilchrist\kiddgmi01,PF-SF,26,TOT,21,0,11.0,0.9,2.9,.317,0.2,1.0,.250,0.7,1.9,.350,.358,0.4,0.5,.818,0.6,2.0,2.6,0.6,0.1,0.2,0.6,1.5,2.5
267,Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,0,13.3,1.5,4.4,.340,0.4,1.4,.294,1.1,3.0,.361,.387,0.6,0.8,.778,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0
267,Michael Kidd-Gilchrist\kiddgmi01,SF,26,DAL,9,0,7.9,0.1,0.8,.143,0.0,0.3,.000,0.1,0.4,.250,.143,0.2,0.2,1.000,0.3,1.9,2.2,0.3,0.2,0.2,0.7,1.6,0.4
268,Louis King\kinglo02,SF,20,DET,10,0,6.2,0.8,2.1,.381,0.4,1.1,.364,0.4,1.0,.400,.476,0.0,0.3,.000,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0
269,Maxi Kleber\klebima01,C,28,DAL,67,21,25.8,3.2,7.0,.459,1.6,4.3,.374,1.6,2.7,.593,.573,1.1,1.2,.866,1.5,3.9,5.4,1.2,0.3,1.2,0.7,2.3,9.1
270,Brandon Knight\knighbr03,PG,28,TOT,25,3,18.5,2.4,6.7,.353,1.8,5.2,.344,0.6,1.4,.389,.488,0.8,1.4,.588,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3
270,Brandon Knight\knighbr03,PG,28,CLE,16,0,15.1,1.8,5.4,.326,1.2,4.0,.297,0.6,1.4,.409,.436,0.3,0.8,.308,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9
270,Brandon Knight\knighbr03,PG,28,DET,9,3,24.6,3.4,9.0,.383,2.9,7.4,.388,0.6,1.6,.357,.543,1.8,2.3,.762,0.1,2.2,2.3,4.2,0.6,0.1,2.4,2.2,11.6
271,Kevin Knox\knoxke01,SF,20,NYK,65,4,17.9,2.2,6.2,.359,1.0,3.1,.327,1.2,3.1,.391,.440,1.0,1.6,.653,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6,6.4
272,John Konchar\konchjo01,SG,23,MEM,15,0,11.1,1.5,2.3,.657,0.3,0.6,.444,1.3,1.7,.731,.714,0.1,0.1,.500,1.2,1.9,3.1,1.4,0.5,0.2,0.4,0.5,3.4
273,Furkan Korkmaz\korkmfu01,SG,22,PHI,64,12,21.8,3.5,8.0,.432,2.0,5.0,.397,1.5,3.1,.487,.554,0.8,1.1,.736,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.7
274,Luke Kornet\kornelu01,C,24,CHI,36,14,15.5,2.3,5.2,.439,0.9,3.0,.287,1.4,2.2,.646,.521,0.6,0.8,.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0
275,Kyle Korver\korveky01,SF,38,MIL,51,0,16.6,2.2,5.2,.428,1.7,4.2,.415,0.5,1.0,.481,.595,0.5,0.7,.824,0.3,1.8,2.1,1.2,0.5,0.2,0.9,1.4,6.7
276,Rodions Kurucs\kurucro01,PF,21,BRK,40,4,12.9,1.6,3.5,.449,0.7,1.7,.382,0.9,1.8,.514,.543,0.5,0.8,.633,0.5,2.1,2.6,0.9,0.4,0.1,0.9,1.8,4.2
277,Kyle Kuzma\kuzmaky01,PF,24,LAL,55,7,24.7,4.7,10.8,.433,1.3,4.4,.305,3.3,6.4,.521,.495,1.8,2.5,.741,0.9,3.7,4.5,1.3,0.4,0.4,1.6,2.0,12.5
278,Skal Labissière\labissk01,C,23,POR,33,1,17.2,2.5,4.5,.551,0.1,0.4,.231,2.4,4.1,.582,.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8
279,Jeremy Lamb\lambje01,SG,27,IND,46,42,28.1,4.7,10.4,.451,1.2,3.4,.335,3.5,7.0,.508,.506,2.0,2.4,.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5
280,Romeo Langford\langfro01,SG,20,BOS,27,1,11.0,0.9,2.4,.375,0.2,0.9,.217,0.7,1.5,.463,.414,0.6,0.9,.696,0.5,0.7,1.2,0.2,0.3,0.2,0.3,1.1,2.6
